variant,training_seed,scenario,evaluation_seed,height_command_m,height_signed_bias_mm,height_within_episode_std_mm,vx_signed_error_m_s,wz_signed_error_rad_s,height_full_interval_mae_mm,planar_speed_full_interval_m_s,tilt_full_interval_rad,nonwheel_netforce_full_interval_N,vx_full_interval_mae_m_s,wz_full_interval_mae_rad_s,terminated_count,truncated_count,done_count,steady_coverage,steady_samples,steady_segments,short_segments,short_retained_samples,reward_mean_diagnostic,leg_target_derivative_rms_rad_s,wheel_target_derivative_rms_rad_s2,leg_effort_derivative_rms_Nm_s,wheel_effort_derivative_rms_Nm_s
gated_attention,1011,turn_right,301,0.3,-47.073791030299475,0.2748407297164697,-0.00019255951309023105,0.9958652747031909,46.788274217396975,0.006904361857438403,0.12526491922175045,65.39670310664177,0.004853585480009485,0.994124953519553,0,8,8,0.8995,14392,8,8,0,0.02102714072028175,0.0011849916199124582,0.002698549274053341,1.2273669732978778,5.3883809360255785
gated_attention,1022,stand_low,301,0.28,-84.66287999164904,0.29104346079723437,-0.0003767572863367843,0.00030917944812530865,83.32427451387048,0.010197734364367534,0.26351999848801644,44.19764651095867,0.009176690592957584,0.012129962388232968,0,8,8,0.8995,14392,8,8,0,0.027177235835522878,0.0008172735734758108,0.029210694229811512,0.8599334537760339,12.933143678729097
gated_attention,1022,stand_mid,301,0.3,-104.54971149663186,0.28964822240348537,-0.00037045741958889887,0.00032973504858287367,102.76299614086747,0.010206992825561144,0.2635989372334443,44.26760743021965,0.009166960086562682,0.012454354940336714,0,8,8,0.8995,14392,8,8,0,0.027178986238868674,0.0009188473432893579,0.032134656770756095,0.9003112815089107,13.772955197079742
gated_attention,1022,stand_high,301,0.32,-124.41195404595011,0.2914690236828464,-0.0003678253346366575,0.00034284358638292443,122.4276626566425,0.010125827512096109,0.26372805375861935,44.759340255379676,0.009107182951977762,0.012862814720343124,0,8,8,0.8995,14392,8,8,0,0.027076042179993237,0.0010175356785772514,0.0347377776481149,0.9459724536963072,14.93733159222267
gated_attention,1022,forward,301,0.3,-103.72738946351393,0.14413135332662103,-0.5002030439161309,0.0009439132519100671,101.87821030989289,0.010046769704795906,0.26043867096223405,42.52347586238384,0.5077319223172962,0.013144982367936663,0,8,8,0.8995,14392,8,8,0,0.014679616963145235,0.0001984885596368677,0.006861092832144026,0.5368455015487366,2.9979514154764217
gated_attention,1022,reverse,301,0.3,-104.38802377168113,0.015382363185910897,0.5003815429319339,0.0015906815998469384,102.50980664230883,0.010543575788094358,0.2663132056221366,44.74035567581654,0.4938790575824678,0.013498553312041622,0,8,8,0.8995,14392,8,8,0,0.014855607315548696,0.00018684325772693174,0.005792930280968419,0.3953360569482727,1.550339927148641
gated_attention,1022,turn_left,301,0.3,-106.05483414867214,0.0225353871323017,-6.201881994086278e-06,-0.9995694309804356,104.26526654977351,0.009703003952722156,0.2690454964772798,45.72943812656403,0.00877862486958952,0.9944784650541842,0,8,8,0.8995,14392,8,8,0,0.017428616840541054,0.0004222300955767062,0.015013284923735383,0.5748693455600944,6.095122226095462
gated_attention,1022,turn_right,301,0.3,-106.12930004185202,0.17354800186766464,-0.00021157803358539507,1.0003903285207325,104.32371983025223,0.010108974423653421,0.26380136112309993,43.631907394766806,0.009061784635680028,1.002832867193967,0,8,8,0.8995,14392,8,8,0,0.01749914330140018,0.0004802845365439738,0.0191167993772054,0.7308611568159892,9.54196917214963
gated_attention,1033,stand_low,301,0.28,-91.28073934235798,0.00928289431176191,-0.0004155547379278427,0.0014386591519653094,90.80995860882103,0.006217465783001899,0.11670110646216199,56.62847029256821,0.003338469795225137,0.00552730800001882,0,8,8,0.8995,14392,8,8,0,0.029435817456920633,0.00038038172946803714,0.00657052760176379,1.0388863066614809,6.937132717387819
gated_attention,1033,stand_mid,301,0.3,-111.2931736399642,0.006002159820849571,-0.00036286853344077037,0.0006402567649223149,110.67976789083332,0.006383086975296465,0.11494285695411964,55.99535020017624,0.0033039851031780925,0.004431648102283361,0,8,8,0.8995,14392,8,8,0,0.02945978828018997,0.0003525531664051734,0.006307073212332188,0.8565480324492535,5.340634157804718
gated_attention,1033,stand_high,301,0.32,-131.34759530971758,0.00964032559574956,-0.00046620837178111806,0.00034413461840128803,130.65815572906286,0.0061057983515602245,0.11489807891086093,57.317126426696774,0.003488416774154757,0.006470706417752809,0,8,8,0.8995,14392,8,8,0,0.029442459365236574,0.00045118964646077776,0.007784645253976902,1.3636424603256452,8.397458392610737
gated_attention,1033,forward,301,0.3,-113.34723295056865,0.04699910170228256,-0.5019687270624503,0.015814325676493823,112.70907557196915,0.005360391023372358,0.12382490245060762,52.90639514994621,0.5018533776178956,0.01782333771368576,0,8,8,0.8995,14392,8,8,0,0.016708130947721656,0.000618012163867364,0.008124286494400907,3.4183224146945563,10.67352384134829
gated_attention,1033,reverse,301,0.3,-109.33162263072217,0.009510950378476627,0.499091198443207,-0.012518917969769028,108.72757527604699,0.006215653540984988,0.09440674677089556,56.471950812339784,0.4988375227563083,0.016667000197212473,0,8,8,0.8995,14392,8,8,0,0.01702371186300297,0.0009748374550474587,0.01706174760733212,3.3175034242862105,23.40316462059327
gated_attention,1033,turn_left,301,0.3,-101.18528060084948,0.0004880343970984914,-0.00012471290318352753,-0.9944034476224547,100.66210940759629,0.006905758327571675,0.05923805572045967,80.06833213615417,0.002935026208851468,0.9941465002000331,0,8,8,0.8995,14392,8,8,0,0.020027050646283896,9.123442538008775e-06,5.735525440354642e-05,0.11836169352921824,0.05694774475600119
gated_attention,1033,turn_right,301,0.3,-116.68645097393174,0.006482363336649606,-0.0029120234783046183,1.0203165458127024,116.01521010231227,0.005575052609630802,0.08148392407363281,47.51678330612182,0.004757223824241919,1.019389828644693,0,8,8,0.8995,14392,8,8,0,0.01991048887706711,0.00023838185235379634,0.0028486212450655897,1.6520641010217518,3.0871561086521844
