stage,variant,train_seed,height,status,factor_changes,single_factor,metric,value,n,mean,sample_std
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.sample_count,32768,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.early_stopped,False,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_mean_abs,0.04666945928548334,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_min,0.20000000298023224,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_max,0.20000000298023224,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_kl,0.0002371696931183855,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_mean_kl,0.00023716427473824596,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_std_kl,5.41838013953783e-09,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_mean_change_rms,0.0017782111097801214,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_normalized_mean_change_rms,0.008891055416413557,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_kl,0.005206767955588712,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_mean_kl,0.005206677194112323,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_std_kl,9.07614763886048e-08,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_mean_change_rms,0.00833218381339036,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_std_mean,0.1999893213311831,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.actor_loss,-0.0005403423856478184,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.value_loss,0.0033411017211619765,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.entropy,-1.129219427704811,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.kl,0.0007970581755216699,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.clip_fraction,0.000244140625,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.loss,0.008446856285445392,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.grad_norm,1.563643790781498,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.sample_count,32768,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.early_stopped,False,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_mean_abs,0.3824136993700904,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_mean,0.20045769959688187,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_min,0.20020078122615814,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_max,0.20063777267932892,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_kl,4.632548427451721e-05,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_mean_kl,4.6324952649754396e-05,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_std_kl,5.316247628164652e-10,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_mean_change_rms,0.0007875077172177043,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_normalized_mean_change_rms,0.003929576085091341,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_kl,0.00300834188783606,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_mean_kl,0.0030083095776443276,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_std_kl,3.231019173268298e-08,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_mean_change_rms,0.006345419742013647,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.final_std_mean,0.20046334713697433,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.first_step_kl,6.296607302972949e-05,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.first_step_mean_kl,6.296547735296028e-05,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.first_step_std_kl,5.956767692041378e-10,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.final_kl,0.003769651890445373,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.final_mean_kl,0.003769622311093208,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.final_std_kl,2.9579352164787037e-08,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.initial_mean_abs,0.18157886972781995,,,
stage-b,lr3e5_head01,33,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.update_mean.grad_norm,1.5951222693547606,,,
stage-b,lr3e5_head01,33,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,height_abs_error,0.0682029530685395,,,
stage-b,lr3e5_head01,33,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,non_wheel_net_force,509.7573799379667,,,
stage-b,lr3e5_head01,33,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,planar_speed,0.02468819374810361,,,
stage-b,lr3e5_head01,33,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,vx_abs_error,0.011225103465949359,,,
stage-b,lr3e5_head01,33,0.3,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,wz_abs_error,0.041294889804630655,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,nominal_full_budget_optimizer_steps,640,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.updates_observed,80,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.optimizer_steps,640,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.planned_optimizer_steps,640,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.optimizer_step_utilization,1.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.early_stopped_fraction,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.actor_loss,-0.001170518808066845,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.value_loss,0.016677914769388735,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.entropy,-1.142848864197731,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.kl,0.002270978886372177,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.clip_fraction,0.01324462890625,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.loss,0.021221640694420785,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.grad_norm,1.5153412520885468,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.sample_count,32768,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.early_stopped,False,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_mean_abs,0.05065316802702331,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_mean,0.20000000298023224,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_min,0.20000000298023224,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.initial_std_max,0.20000000298023224,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_kl,0.0003275991973313389,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_mean_kl,0.00032759381510572645,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_std_kl,5.382225612438898e-09,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_mean_change_rms,0.0020900189756921633,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.first_step_normalized_mean_change_rms,0.01045009472274227,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_kl,0.0045729429913567215,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_mean_kl,0.004572894624081038,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_std_kl,4.836727568342708e-08,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_mean_change_rms,0.0078083793145944606,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.first_update.final_std_mean,0.20000059902668,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.actor_loss,-0.0009662025840952992,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.value_loss,0.003377041866770014,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.entropy,-1.1280102580785751,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.kl,0.0012229546055095852,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.clip_fraction,0.002838134765625,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.loss,0.008050890523009002,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.auxiliary_loss,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.auxiliary_coef,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.grad_norm,1.492852434515953,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.planned_optimizer_steps,8,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.sample_count,32768,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.early_stopped,False,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.stop_kl,0.0,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_mean_abs,0.33400474120712076,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_mean,0.20049643764893213,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_min,0.20021146535873413,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.initial_std_max,0.2008681297302246,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_kl,7.316177952326251e-05,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_mean_kl,7.316122715983108e-05,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_std_kl,5.523634314359509e-10,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_mean_change_rms,0.0009906621608813007,,,
stage-b,lr3e5_head01,44,,completed,"{""model.mean_init_scale"": {""base"": 1.0, ""value"": 0.1}, ""ppo.learning_rate"": {""base"": 0.0001, ""value"": 3e-05}}",False,optimizer.last_update.first_step_normalized_mean_change_rms,0.004938353272790426,,,
